Start Date,End Date,Campaign Name,Ad Group Name,Targeting,Match Type,Customer Search Term,Impressions,Clicks,Click-Thru Rate (CTR),Cost Per Click (CPC),Spend,Total Advertising Cost of Sales (ACoS) ,Total Return on Advertising Spend (RoAS)
29-May-21,14-Jun-21,Floral - ASIN,ASIN,"asin=""B08531J5B3""",-,b08531j5b3,41,2,4.88%,1.15,2.3,,0.0
30-May-21,30-May-21,Floral - ASIN,ASIN,"asin=""B07V59GBMY""",-,b07v59gbmy,17,1,5.88%,1.04,1.04,,0.0
25-May-21,16-Jun-21,Floral - ASIN,ASIN,"asin=""B07KYWP2MT""",-,b07kywp2mt,3552,24,0.68%,0.98,23.48,,0.0
29-May-21,8-Jun-21,Floral - ASIN,ASIN,"asin=""B01M6B9BGE""",-,b01m6b9bge,258,6,2.33%,0.95,5.71,22.85%,4.38
28-May-21,14-Jun-21,Floral - ASIN,ASIN,"asin=""B01M8PIPIL""",-,b01m8pipil,162,3,1.85%,1.08,3.25,13.01%,7.69
25-May-21,15-Jun-21,Floral - ASIN,ASIN,"asin=""B01M9I7XHN""",-,b01m9i7xhn,407,6,1.47%,1.07,6.41,,0.0
25-May-21,17-Jun-21,Floral - ASIN,ASIN,"asin=""B08GP6TSG4""",-,b08gp6tsg4,1174,25,2.13%,0.85,21.33,71.12%,1.41
27-May-21,19-Jun-21,Floral - ASIN,ASIN,"asin=""B08GP9CWXR""",-,b08gp9cwxr,1548,35,2.26%,1.19,41.81,83.65%,1.2
27-May-21,17-Jun-21,Floral - ASIN,ASIN,"asin=""B08GPDXNN4""",-,b08gpdxnn4,486,11,2.26%,0.85,9.34,,0.0
25-May-21,17-Jun-21,Floral - Manual,Exact Ad Group,kids bowls,EXACT,kids bowl,1102,10,0.91%,1.89,18.94,63.15%,1.58
25-May-21,19-Jun-21,Floral - Manual,Exact Ad Group,kids bowls,EXACT,kids bowls,7708,63,0.82%,1.89,118.99,59.52%,1.68
30-May-21,5-Jun-21,Floral - Manual,Exact Ad Group,bamboo plates for kids,EXACT,bamboo plate kids,45,4,8.89%,1.63,6.53,,0.0
25-May-21,19-Jun-21,Floral - Manual,Exact Ad Group,bamboo plates for kids,EXACT,bamboo plates for kids,22006,160,0.73%,1.38,221.29,16.83%,5.94
2-Jun-21,15-Jun-21,Floral - Manual,Exact Ad Group,bamboo plates for kids,EXACT,bamboo plates kids,36,4,11.11%,2.5,10.0,20.01%,5.0
17-Jun-21,18-Jun-21,Floral - Manual,Exact Ad Group,kids dishes,EXACT,kid dishes,117,3,2.56%,1.07,3.21,,0.0
27-May-21,17-Jun-21,Floral - Manual,Exact Ad Group,kids dishes,EXACT,kids dishes,1741,35,2.01%,1.45,50.85,40.70%,2.46
31-May-21,14-Jun-21,Floral - Manual,Exact Ad Group,plates for kids,EXACT,plate for kids,24,3,12.50%,1.28,3.84,,0.0
27-May-21,17-Jun-21,Floral - Manual,Exact Ad Group,plates for kids,EXACT,plates for kids,713,17,2.38%,1.73,29.47,,0.0
31-May-21,14-Jun-21,Floral - Manual,Exact Ad Group,plates for kids,EXACT,plates kids,19,3,15.79%,1.37,4.1,,0.0
28-May-21,18-Jun-21,Floral - Manual,Exact Ad Group,kids plates,EXACT,kid plate,400,6,1.50%,2.02,12.1,48.42%,2.07
30-May-21,18-Jun-21,Floral - Manual,Exact Ad Group,kids plates,EXACT,kid plates,2392,29,1.21%,1.72,49.74,39.81%,2.51
28-May-21,17-Jun-21,Floral - Manual,Exact Ad Group,kids plates,EXACT,kids plate,1118,13,1.16%,1.83,23.77,95.12%,1.05
25-May-21,19-Jun-21,Floral - Manual,Exact Ad Group,kids plates,EXACT,kids plates,18524,208,1.12%,2.09,433.96,49.62%,2.02
5-Jun-21,17-Jun-21,Floral - Manual,Exact Ad Group,kids plates and bowls sets,EXACT,kids plate and bowl set,13,2,15.38%,1.42,2.84,,0.0
18-Jun-21,18-Jun-21,Floral - Manual,Exact Ad Group,kids plates and bowls sets,EXACT,kids plates and bowls set,6,1,16.67%,1.77,1.77,,0.0
25-May-21,19-Jun-21,Floral - Manual,Exact Ad Group,kids plates and bowls sets,EXACT,kids plates and bowls sets,25362,135,0.53%,1.31,176.56,54.35%,1.84
26-May-21,17-Jun-21,Floral - Manual,Exact Ad Group,toddler bowls and plates,EXACT,toddler bowls and plates,454,22,4.85%,2.05,45.15,180.67%,0.55
13-Jun-21,19-Jun-21,Floral - Manual,Exact Ad Group,bamboo kids plates,EXACT,bamboo kids plate,11,2,18.18%,1.71,3.41,6.82%,14.66
25-May-21,17-Jun-21,Floral - Manual,Exact Ad Group,bamboo kids plates,EXACT,bamboo kids plates,2553,49,1.92%,1.57,76.81,76.84%,1.3
25-May-21,14-Jun-21,Floral - Manual,Exact Ad Group,toddler plates and bowls set,EXACT,toddler plate and bowl set,37,4,10.81%,1.34,5.36,8.94%,11.19
25-May-21,19-Jun-21,Floral - Manual,Exact Ad Group,toddler plates and bowls set,EXACT,toddler plates and bowls set,3907,94,2.41%,1.89,177.35,39.43%,2.54
27-May-21,27-May-21,Floral - Manual,Exact Ad Group,toddler plates and bowls set,EXACT,toddler plates and bowls sets,3,1,33.33%,2.13,2.13,8.52%,11.73
28-May-21,14-Jun-21,Floral - Manual,Exact Ad Group,toddler plates and bowls set,EXACT,toddlers plates and bowls sets,6,2,33.33%,1.7,3.39,,0.0
28-May-21,17-Jun-21,Floral - Manual,Exact Ad Group,kids bamboo plates,EXACT,kids bamboo plate,9,2,22.22%,1.18,2.36,,0.0
26-May-21,18-Jun-21,Floral - Manual,Exact Ad Group,kids bamboo plates,EXACT,kids bamboo plates,322,11,3.42%,1.62,17.83,35.67%,2.8
31-May-21,4-Jun-21,Floral - Manual,Exact Ad Group,bamboo toddler plates,EXACT,bamboo toddler plate,18,2,11.11%,1.88,3.75,,0.0
26-May-21,19-Jun-21,Floral - Manual,Exact Ad Group,bamboo toddler plates,EXACT,bamboo toddler plates,757,33,4.36%,2.15,70.82,,0.0
26-May-21,15-Jun-21,Floral - Manual,Broad Ad Group,bamboo kids plates,BROAD,bamboo kids plates and bowl sets,258,11,4.26%,1.26,13.86,18.49%,5.41
27-May-21,16-Jun-21,Floral - Manual,Broad Ad Group,bamboo kids plates,BROAD,grow forward kids bamboo plates and bowl sets,5,3,60.00%,2.19,6.56,,0.0
11-Jun-21,13-Jun-21,Floral - Manual,Broad Ad Group,bamboo kids plates,BROAD,kids plates bamboo,16,2,12.50%,1.92,3.83,15.33%,6.52
31-May-21,1-Jun-21,Floral - Manual,Broad Ad Group,bamboo toddler plates,BROAD,bamboo plate toddler,3,2,66.67%,1.72,3.44,,0.0
17-Jun-21,17-Jun-21,Floral - Manual,Broad Ad Group,bamboo toddler plates,BROAD,bamboo plates for toddlers,10,1,10.00%,1.67,1.67,6.68%,14.96
28-May-21,17-Jun-21,Floral - Manual,Broad Ad Group,bamboo toddler plates,BROAD,bamboo plates toddler,40,6,15.00%,1.61,9.65,,0.0
3-Jun-21,18-Jun-21,Floral - Manual,Broad Ad Group,bamboo toddler plates,BROAD,bamboo toddler plates and bowls set,11,3,27.27%,1.39,4.18,16.73%,5.98
25-May-21,16-Jun-21,Floral - Manual,Broad Ad Group,bamboo toddler plates,BROAD,toddler bamboo plates,50,6,12.00%,1.91,11.44,,0.0
14-Jun-21,14-Jun-21,Floral - Manual,Broad Ad Group,bamboo toddler plates,BROAD,toddler plate bamboo,3,1,33.33%,1.7,1.7,,0.0
31-May-21,11-Jun-21,Floral - Manual,Broad Ad Group,bamboo toddler plates,BROAD,toddler plates bamboo,7,2,28.57%,1.45,2.89,,0.0
13-Jun-21,13-Jun-21,Floral - Manual,Broad Ad Group,kids plates,BROAD,animal plates for kids,2,1,50.00%,0.91,0.91,,0.0
9-Jun-21,9-Jun-21,Floral - Manual,Broad Ad Group,kids plates,BROAD,colorful plates kids,1,1,100.00%,1.28,1.28,,0.0
18-Jun-21,18-Jun-21,Floral - Manual,Broad Ad Group,kids plates,BROAD,cow plate set kids,12,1,8.33%,0.4,0.4,,0.0
26-May-21,17-Jun-21,Floral - Manual,Broad Ad Group,kids plates,BROAD,dishwasher safe kids plates,39,5,12.82%,1.31,6.55,8.74%,11.45
25-May-21,25-May-21,Floral - Manual,Broad Ad Group,kids plates,BROAD,easy to wash plates kids,2,1,50.00%,0.85,0.85,,0.0
31-May-21,31-May-21,Floral - Manual,Broad Ad Group,kids plates,BROAD,face plate for kids,115,1,0.87%,0.8,0.8,,0.0
27-May-21,27-May-21,Floral - Manual,Broad Ad Group,kids plates,BROAD,food plate for kids,1,1,100.00%,1.36,1.36,,0.0
3-Jun-21,3-Jun-21,Floral - Manual,Broad Ad Group,kids plates,BROAD,foodle plates for kids,1,1,100.00%,1.25,1.25,,0.0
4-Jun-21,4-Jun-21,Floral - Manual,Broad Ad Group,kids plates,BROAD,kid friendly plate charger,2,1,50.00%,0.84,0.84,,0.0
13-Jun-21,13-Jun-21,Floral - Manual,Broad Ad Group,kids plates,BROAD,kid safe plates,39,1,2.56%,0.84,0.84,,0.0
29-May-21,29-May-21,Floral - Manual,Broad Ad Group,kids plates,BROAD,kids bento plate,4,1,25.00%,1.23,1.23,,0.0
28-May-21,7-Jun-21,Floral - Manual,Broad Ad Group,kids plates,BROAD,kids bowls and plates set,80,7,8.75%,0.96,6.7,13.41%,7.46
13-Jun-21,15-Jun-21,Floral - Manual,Broad Ad Group,kids plates,BROAD,kids dinner plates,40,2,5.00%,1.02,2.03,,0.0
1-Jun-21,1-Jun-21,Floral - Manual,Broad Ad Group,kids plates,BROAD,kids dinner plates eco,2,1,50.00%,0.91,0.91,1.21%,82.38
16-Jun-21,16-Jun-21,Floral - Manual,Broad Ad Group,kids plates,BROAD,kids non toxic plates,2,1,50.00%,1.25,1.25,,0.0
1-Jun-21,1-Jun-21,Floral - Manual,Broad Ad Group,kids plates,BROAD,kids pizza plate,2,1,50.00%,1.23,1.23,,0.0
29-May-21,29-May-21,Floral - Manual,Broad Ad Group,kids plates,BROAD,kids plate set,55,1,1.82%,1.28,1.28,,0.0
7-Jun-21,7-Jun-21,Floral - Manual,Broad Ad Group,kids plates,BROAD,kids plate sets,13,1,7.69%,0.93,0.93,,0.0
31-May-21,2-Jun-21,Floral - Manual,Broad Ad Group,kids plates,BROAD,kids plates and bowls,25,4,16.00%,1.05,4.19,16.77%,5.96
27-May-21,27-May-21,Floral - Manual,Broad Ad Group,kids plates,BROAD,kids plates set,6,1,16.67%,1.16,1.16,,0.0
4-Jun-21,4-Jun-21,Floral - Manual,Broad Ad Group,kids plates,BROAD,kids reusable plate sets,3,1,33.33%,1.26,1.26,,0.0
26-May-21,26-May-21,Floral - Manual,Broad Ad Group,kids plates,BROAD,little kid plates sets,6,1,16.67%,1.16,1.16,,0.0
12-Jun-21,12-Jun-21,Floral - Manual,Broad Ad Group,kids plates,BROAD,paintable plates for kids,285,1,0.35%,0.65,0.65,,0.0
7-Jun-21,7-Jun-21,Floral - Manual,Broad Ad Group,kids plates,BROAD,picky eater plates for kids,5,1,20.00%,1.33,1.33,,0.0
4-Jun-21,4-Jun-21,Floral - Manual,Broad Ad Group,kids plates,BROAD,plant based kids plates,1,1,100.00%,1.51,1.51,,0.0
6-Jun-21,6-Jun-21,Floral - Manual,Broad Ad Group,kids plates,BROAD,plates for kids set,2,1,50.00%,0.92,0.92,,0.0
11-Jun-21,11-Jun-21,Floral - Manual,Broad Ad Group,kids plates,BROAD,plates set for kids,1,1,100.00%,1.04,1.04,,0.0
2-Jun-21,2-Jun-21,Floral - Manual,Broad Ad Group,kids plates,BROAD,purple small kid plates,2,1,50.00%,1.27,1.27,,0.0
9-Jun-21,13-Jun-21,Floral - Manual,Broad Ad Group,kids bowls,BROAD,bamboo bowls for kids,76,2,2.63%,1.48,2.95,,0.0
2-Jun-21,19-Jun-21,Floral - Manual,Broad Ad Group,kids bowls,BROAD,bamboo bowls kids,759,15,1.98%,1.59,23.86,31.83%,3.14
18-Jun-21,18-Jun-21,Floral - Manual,Broad Ad Group,kids bowls,BROAD,bamboo kids bowls,16,1,6.25%,2.06,2.06,,0.0
16-Jun-21,16-Jun-21,Floral - Manual,Broad Ad Group,kids bowls,BROAD,bento bowls for kids,4,1,25.00%,1.2,1.2,,0.0
13-Jun-21,13-Jun-21,Floral - Manual,Broad Ad Group,kids bowls,BROAD,bowl for kids,16,1,6.25%,1.13,1.13,,0.0
1-Jun-21,17-Jun-21,Floral - Manual,Broad Ad Group,kids bowls,BROAD,bowls for kids,375,5,1.33%,1.66,8.31,,0.0
15-Jun-21,15-Jun-21,Floral - Manual,Broad Ad Group,kids bowls,BROAD,bowls kids,15,2,13.33%,1.34,2.67,,0.0
6-Jun-21,6-Jun-21,Floral - Manual,Broad Ad Group,kids bowls,BROAD,bpa free bowls kids,2,1,50.00%,1.32,1.32,,0.0
17-Jun-21,17-Jun-21,Floral - Manual,Broad Ad Group,kids bowls,BROAD,breakfast bowl for kids,1,1,100.00%,1.07,1.07,,0.0
13-Jun-21,13-Jun-21,Floral - Manual,Broad Ad Group,kids bowls,BROAD,chef bowls for kids,1,1,100.00%,1.08,1.08,,0.0
31-May-21,31-May-21,Floral - Manual,Broad Ad Group,kids bowls,BROAD,cute bowl kid,4,1,25.00%,0.62,0.62,,0.0
16-Jun-21,16-Jun-21,Floral - Manual,Broad Ad Group,kids bowls,BROAD,dinosaur bowls for kids,3,1,33.33%,1.39,1.39,,0.0
19-Jun-21,19-Jun-21,Floral - Manual,Broad Ad Group,kids bowls,BROAD,dishwasher safe bowls for kids,2,1,50.00%,1.13,1.13,,0.0
6-Jun-21,6-Jun-21,Floral - Manual,Broad Ad Group,kids bowls,BROAD,kids bamboo bowls,15,1,6.67%,1.32,1.32,,0.0
10-Jun-21,10-Jun-21,Floral - Manual,Broad Ad Group,kids bowls,BROAD,kids bowl sets,12,1,8.33%,1.54,1.54,,0.0
15-Jun-21,18-Jun-21,Floral - Manual,Broad Ad Group,kids bowls,BROAD,kids bowl with lid,61,2,3.28%,1.2,2.39,,0.0
18-Jun-21,18-Jun-21,Floral - Manual,Broad Ad Group,kids bowls,BROAD,kids bowls bamboo,8,1,12.50%,1.62,1.62,,0.0
10-Jun-21,10-Jun-21,Floral - Manual,Broad Ad Group,kids bowls,BROAD,kids bowls sustainable,2,1,50.00%,0.92,0.92,,0.0
12-Jun-21,12-Jun-21,Floral - Manual,Broad Ad Group,kids bowls,BROAD,kids rice bowl,3,1,33.33%,0.8,0.8,,0.0
9-Jun-21,9-Jun-21,Floral - Manual,Broad Ad Group,kids bowls,BROAD,kids serving bowl,2,1,50.00%,1.13,1.13,,0.0
14-Jun-21,14-Jun-21,Floral - Manual,Broad Ad Group,kids bowls,BROAD,kids stackable bowls,3,1,33.33%,1.38,1.38,2.76%,36.22
14-Jun-21,14-Jun-21,Floral - Manual,Broad Ad Group,kids bowls,BROAD,noodle bowl for kids,26,1,3.85%,0.73,0.73,,0.0
17-Jun-21,17-Jun-21,Floral - Manual,Broad Ad Group,kids bowls,BROAD,noodle bowls for kids,6,1,16.67%,1.32,1.32,,0.0
17-Jun-21,17-Jun-21,Floral - Manual,Broad Ad Group,kids bowls,BROAD,sip bowls for kids,46,1,2.17%,1.19,1.19,,0.0
2-Jun-21,2-Jun-21,Floral - Manual,Broad Ad Group,kids bowls,BROAD,small bowls for kids,3,1,33.33%,1.18,1.18,,0.0
31-May-21,31-May-21,Floral - Manual,Broad Ad Group,kids bowls,BROAD,tupperware bowls kids,2,1,50.00%,1.31,1.31,5.24%,19.08
7-Jun-21,7-Jun-21,Floral - Manual,Broad Ad Group,toddler dishes,BROAD,toddler dish set,5,1,20.00%,1.57,1.57,,0.0
31-May-21,6-Jun-21,Floral - Manual,Broad Ad Group,toddler dishes,BROAD,toddler dishes,45,2,4.44%,0.71,1.41,,0.0
2-Jun-21,2-Jun-21,Floral - Manual,Broad Ad Group,toddler dishes,BROAD,toddler dishes dinnerware sets,78,1,1.28%,0.81,0.81,,0.0
8-Jun-21,8-Jun-21,Floral - Manual,Broad Ad Group,toddler dishes,BROAD,toddler eating dishes,63,1,1.59%,0.86,0.86,,0.0
28-May-21,28-May-21,Floral - Manual,Broad Ad Group,kids dishes,BROAD,bambino kids' dish set ekobo,2,1,50.00%,0.83,0.83,,0.0
11-Jun-21,14-Jun-21,Floral - Manual,Broad Ad Group,kids dishes,BROAD,bamboo dishes for kids,60,3,5.00%,1.0,2.99,,0.0
13-Jun-21,13-Jun-21,Floral - Manual,Broad Ad Group,kids dishes,BROAD,bamboo kids dishes,4,1,25.00%,0.86,0.86,,0.0
8-Jun-21,8-Jun-21,Floral - Manual,Broad Ad Group,kids dishes,BROAD,dishwasher safe kids dishes,3,1,33.33%,1.77,1.77,,0.0
14-Jun-21,14-Jun-21,Floral - Manual,Broad Ad Group,kids dishes,BROAD,islamic dishes for kids,1,1,100.00%,1.2,1.2,,0.0
13-Jun-21,13-Jun-21,Floral - Manual,Broad Ad Group,kids dishes,BROAD,kid dishes dishwasher safe,4,1,25.00%,1.34,1.34,5.36%,18.65
27-May-21,10-Jun-21,Floral - Manual,Broad Ad Group,kids dishes,BROAD,kids dish set,64,3,4.69%,1.15,3.45,,0.0
13-Jun-21,14-Jun-21,Floral - Manual,Broad Ad Group,kids dishes,BROAD,kids dish sets for eating,26,2,7.69%,1.3,2.59,10.36%,9.65
10-Jun-21,10-Jun-21,Floral - Manual,Broad Ad Group,kids dishes,BROAD,kids dish strainer,1,1,100.00%,0.61,0.61,,0.0
6-Jun-21,13-Jun-21,Floral - Manual,Broad Ad Group,kids dishes,BROAD,kids dishes dinnerware sets bpa free,8,2,25.00%,1.37,2.74,,0.0
30-May-21,19-Jun-21,Floral - Manual,Broad Ad Group,kids dishes,BROAD,kids dishes for meal,94,6,6.38%,1.01,6.03,6.03%,16.58
17-Jun-21,17-Jun-21,Floral - Manual,Broad Ad Group,kids dishes,BROAD,kids dishes full set,4,1,25.00%,1.0,1.0,,0.0
17-Jun-21,17-Jun-21,Floral - Manual,Broad Ad Group,kids dishes,BROAD,kids dishes set dishwasher safe,2,1,50.00%,1.23,1.23,,0.0
17-Jun-21,17-Jun-21,Floral - Manual,Broad Ad Group,kids dishes,BROAD,kids non breakable dishes,1,1,100.00%,1.11,1.11,,0.0
25-May-21,25-May-21,Floral - Manual,Broad Ad Group,kids dishes,BROAD,leaf dish sets for kids,1,1,100.00%,0.82,0.82,,0.0
5-Jun-21,5-Jun-21,Floral - Manual,Broad Ad Group,kids dishes,BROAD,parrot dish for kids,4,1,25.00%,0.8,0.8,,0.0
14-Jun-21,14-Jun-21,Floral - Manual,Broad Ad Group,plates for toddlers,BROAD,cocomelon plate set for toddlers,3,1,33.33%,1.21,1.21,,0.0
13-Jun-21,14-Jun-21,Floral - Manual,Broad Ad Group,plates for toddlers,BROAD,dishwasher safe toddler plates,4,2,50.00%,1.19,2.38,4.76%,21.0
31-May-21,31-May-21,Floral - Manual,Broad Ad Group,plates for toddlers,BROAD,misu plates toddlers,1,1,100.00%,1.21,1.21,,0.0
31-May-21,31-May-21,Floral - Manual,Broad Ad Group,plates for toddlers,BROAD,non toxic toddler plates,2,1,50.00%,1.22,1.22,,0.0
14-Jun-21,14-Jun-21,Floral - Manual,Broad Ad Group,plates for toddlers,BROAD,plate set for toddler,63,1,1.59%,0.75,0.75,3.00%,33.32
16-Jun-21,16-Jun-21,Floral - Manual,Broad Ad Group,plates for toddlers,BROAD,plate toddler,2,1,50.00%,2.0,2.0,,0.0
27-May-21,7-Jun-21,Floral - Manual,Broad Ad Group,plates for toddlers,BROAD,plates for toddlers,91,5,5.49%,1.1,5.5,,0.0
16-Jun-21,16-Jun-21,Floral - Manual,Broad Ad Group,plates for toddlers,BROAD,toddler dinner plates,9,1,11.11%,1.85,1.85,,0.0
15-Jun-21,15-Jun-21,Floral - Manual,Broad Ad Group,plates for toddlers,BROAD,toddler meal plates,4,1,25.00%,1.09,1.09,,0.0
16-Jun-21,16-Jun-21,Floral - Manual,Broad Ad Group,plates for toddlers,BROAD,toddler no slide plates bpa free,1,1,100.00%,1.36,1.36,,0.0
12-Jun-21,12-Jun-21,Floral - Manual,Broad Ad Group,plates for toddlers,BROAD,toddler plate set,36,1,2.78%,0.91,0.91,,0.0
13-Jun-21,16-Jun-21,Floral - Manual,Broad Ad Group,plates for toddlers,BROAD,toddler plates and bowls,26,4,15.38%,1.43,5.73,,0.0
17-Jun-21,17-Jun-21,Floral - Manual,Broad Ad Group,plates for toddlers,BROAD,toddler plates and bowls set boys,2,1,50.00%,1.41,1.41,,0.0
1-Jun-21,1-Jun-21,Floral - Manual,Broad Ad Group,plates for toddlers,BROAD,toddler plates bulk,181,1,0.55%,1.12,1.12,,0.0
13-Jun-21,13-Jun-21,Floral - Manual,Broad Ad Group,plates for toddlers,BROAD,toddler plates with lids,5,1,20.00%,1.13,1.13,,0.0
12-Jun-21,15-Jun-21,Floral - Manual,Broad Ad Group,kids plates and bowls,BROAD,kids bowls and plates,18,3,16.67%,1.21,3.62,,0.0
11-Jun-21,17-Jun-21,Floral - Manual,Broad Ad Group,kids plates and bowls,BROAD,kids bowls and plates set,112,7,6.25%,1.57,11.01,,0.0
7-Jun-21,7-Jun-21,Floral - Manual,Broad Ad Group,kids plates and bowls,BROAD,kids colorful rubber plates and bowls,2,1,50.00%,1.09,1.09,,0.0
19-Jun-21,19-Jun-21,Floral - Manual,Broad Ad Group,kids plates and bowls,BROAD,kids dinnerware sets plates and bowls,2,1,50.00%,1.18,1.18,,0.0
13-Jun-21,16-Jun-21,Floral - Manual,Broad Ad Group,kids plates and bowls,BROAD,kids plates and bowls,78,3,3.85%,1.35,4.05,,0.0
31-May-21,31-May-21,Floral - Manual,Broad Ad Group,kids plates and bowls,BROAD,kids plates and bowls sets girls,4,1,25.00%,0.54,0.54,,0.0
14-Jun-21,14-Jun-21,Floral - Manual,Broad Ad Group,kids plates and bowls,BROAD,microbe safe plates and bowls for kids,5,1,20.00%,1.38,1.38,,0.0
19-Jun-21,19-Jun-21,Floral - Manual,Broad Ad Group,kids dinnerware,BROAD,bamboo dinnerware for kids,11,1,9.09%,0.9,0.9,,0.0
11-Jun-21,11-Jun-21,Floral - Manual,Broad Ad Group,kids dinnerware,BROAD,bamboo kids dinnerware,4,1,25.00%,1.85,1.85,,0.0
15-Jun-21,15-Jun-21,Floral - Manual,Broad Ad Group,kids dinnerware,BROAD,dinnerware for kids,6,1,16.67%,0.79,0.79,,0.0
25-May-21,25-May-21,Floral - Manual,Broad Ad Group,kids dinnerware,BROAD,dinnerware sets for 4 kids safe,4,1,25.00%,0.68,0.68,,0.0
13-Jun-21,13-Jun-21,Floral - Manual,Broad Ad Group,kids dinnerware,BROAD,eco friendly kids dinnerware,2,1,50.00%,1.0,1.0,4.00%,24.99
18-Jun-21,18-Jun-21,Floral - Manual,Broad Ad Group,kids dinnerware,BROAD,eco friendly kids dinnerware sets,1,1,100.00%,0.72,0.72,,0.0
25-May-21,25-May-21,Floral - Manual,Broad Ad Group,kids dinnerware,BROAD,kid friendly but expensive dinnerware,5,1,20.00%,0.24,0.24,,0.0
9-Jun-21,16-Jun-21,Floral - Manual,Broad Ad Group,kids dinnerware,BROAD,kids bamboo dinnerware sets,34,4,11.76%,1.3,5.2,,0.0
27-May-21,27-May-21,Floral - Manual,Broad Ad Group,kids dinnerware,BROAD,kids dinnerware,12,1,8.33%,0.74,0.74,,0.0
10-Jun-21,10-Jun-21,Floral - Manual,Broad Ad Group,kids dinnerware,BROAD,kids dinnerware set,5,1,20.00%,0.2,0.2,,0.0
25-May-21,17-Jun-21,Floral - Manual,Broad Ad Group,kids dinnerware,BROAD,kids dinnerware sets,4118,15,0.36%,0.94,14.07,,0.0
17-Jun-21,17-Jun-21,Floral - Manual,Broad Ad Group,kids dinnerware,BROAD,kids dishes dinnerware sets bpa free,4,1,25.00%,1.64,1.64,,0.0
27-May-21,27-May-21,Floral - Manual,Broad Ad Group,bowls for toddlers,BROAD,bamboo bowl toddler,22,1,4.55%,0.34,0.34,,0.0
31-May-21,13-Jun-21,Floral - Manual,Broad Ad Group,bowls for toddlers,BROAD,bowls for toddlers,24,2,8.33%,1.65,3.29,13.17%,7.6
6-Jun-21,6-Jun-21,Floral - Manual,Broad Ad Group,bowls for toddlers,BROAD,bowls toddler,7,1,14.29%,1.02,1.02,,0.0
28-May-21,28-May-21,Floral - Manual,Broad Ad Group,bowls for toddlers,BROAD,no spill bowls for toddlers,11,1,9.09%,1.37,1.37,,0.0
7-Jun-21,7-Jun-21,Floral - Manual,Broad Ad Group,bowls for toddlers,BROAD,plates and bowls for toddlers,8,1,12.50%,0.65,0.65,,0.0
5-Jun-21,5-Jun-21,Floral - Manual,Broad Ad Group,bowls for toddlers,BROAD,splash toddler bowls,69,1,1.45%,0.75,0.75,,0.0
9-Jun-21,18-Jun-21,Floral - Manual,Broad Ad Group,bowls for toddlers,BROAD,toddler bowl,289,6,2.08%,1.12,6.72,,0.0
25-May-21,16-Jun-21,Floral - Manual,Broad Ad Group,bowls for toddlers,BROAD,toddler bowls,557,8,1.44%,1.47,11.76,23.53%,4.25
28-May-21,6-Jun-21,Floral - Manual,Broad Ad Group,bowls for toddlers,BROAD,toddler food bowls,12,2,16.67%,0.78,1.55,,0.0
27-May-21,7-Jun-21,Floral - Manual,Broad Ad Group,bowls for toddlers,BROAD,toddler plates and bowls,83,5,6.02%,1.15,5.73,,0.0
29-May-21,18-Jun-21,Floral - Manual,Exact Ad Group,toddler plates,EXACT,toddler plate,1124,22,1.96%,1.95,42.86,42.88%,2.33
28-May-21,19-Jun-21,Floral - Manual,Exact Ad Group,toddler plates,EXACT,toddler plates,7732,192,2.48%,2.06,395.27,71.90%,1.39
3-Jun-21,8-Jun-21,Rainforest - Manual,Exact Ad Group,bowls for toddlers,EXACT,bowls for toddlers,29,3,10.34%,2.0,6.01,24.05%,4.16
29-May-21,29-May-21,Rainforest - Manual,Exact Ad Group,plates for toddlers,EXACT,plate for toddler,45,1,2.22%,1.63,1.63,,0.0
28-May-21,3-Jun-21,Rainforest - Manual,Exact Ad Group,plates for toddlers,EXACT,plate toddler,15,2,13.33%,1.9,3.8,,0.0
27-May-21,6-Jun-21,Rainforest - Manual,Exact Ad Group,plates for toddlers,EXACT,plates for toddlers,182,5,2.75%,1.75,8.74,34.97%,2.86
6-Jun-21,6-Jun-21,Rainforest - Manual,Exact Ad Group,plates for toddlers,EXACT,plates toddler,10,1,10.00%,1.1,1.1,,0.0
25-May-21,6-Jun-21,Rainforest - Manual,Exact Ad Group,kids dinnerware,EXACT,kids dinnerware,365,5,1.37%,1.03,5.16,20.65%,4.84
27-May-21,8-Jun-21,Rainforest - Manual,Exact Ad Group,kids plates and bowls,EXACT,kids plates and bowls,561,15,2.67%,1.43,21.5,86.03%,1.16
28-May-21,5-Jun-21,Rainforest - Manual,Exact Ad Group,toddler bowls,EXACT,toddler bowl,418,5,1.20%,1.7,8.5,,0.0
28-May-21,7-Jun-21,Rainforest - Manual,Exact Ad Group,toddler bowls,EXACT,toddler bowls,1024,15,1.46%,1.71,25.68,102.76%,0.97
29-May-21,10-Jun-21,Rainforest - Manual,Exact Ad Group,toddler plates,EXACT,toddler plate,1194,24,2.01%,1.89,45.38,45.40%,2.2
28-May-21,12-Jun-21,Rainforest - Manual,Exact Ad Group,toddler plates,EXACT,toddler plates,6028,128,2.12%,2.07,264.62,70.59%,1.42
2-Jun-21,2-Jun-21,Rainforest - Manual,Exact Ad Group,toddler plates,EXACT,toddlers plates,2,1,50.00%,1.69,1.69,6.76%,14.79
31-May-21,8-Jun-21,Floral - Manual,Exact Ad Group,toddler bowls,EXACT,toddler bowl,639,7,1.10%,1.89,13.26,53.06%,1.88
