Start Date,End Date,Portfolio name,Currency,Campaign Name,Ad Group Name,Targeting,Match Type,Customer Search Term,Impressions,Clicks,Click-Thru Rate (CTR),Cost Per Click (CPC),Spend,7 Day Total Sales ,Total Advertising Cost of Sales (ACoS) ,Total Return on Advertising Spend (RoAS),7 Day Total Orders (#),7 Day Total Units (#),7 Day Conversion Rate,7 Day Advertised SKU Units (#),7 Day Other SKU Units (#),7 Day Advertised SKU Sales ,7 Day Other SKU Sales 
"May 28, 2021","Jun 19, 2021",Not grouped,USD,Floral - Manual,Exact Ad Group,toddler plates,EXACT,toddler plates,7732,192,2.4832%,$2.06,$395.27,$549.78,71.8960%,1.39,22,22,11.4583%,16,6,$399.84,$149.94
"Jun 03, 2021","Jun 08, 2021",Not grouped,USD,Rainforest - Manual,Exact Ad Group,bowls for toddlers,EXACT,bowls for toddlers,29,3,10.3448%,$2.00,$6.01,$24.99,24.0496%,4.16,1,1,33.3333%,1,0,$24.99,$0.00
"May 29, 2021","May 29, 2021",Not grouped,USD,Rainforest - Manual,Exact Ad Group,plates for toddlers,EXACT,plate for toddler,45,1,2.2222%,$1.63,$1.63,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 28, 2021","Jun 03, 2021",Not grouped,USD,Rainforest - Manual,Exact Ad Group,plates for toddlers,EXACT,plate toddler,15,2,13.3333%,$1.90,$3.80,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 27, 2021","Jun 06, 2021",Not grouped,USD,Rainforest - Manual,Exact Ad Group,plates for toddlers,EXACT,plates for toddlers,182,5,2.7473%,$1.75,$8.74,$24.99,34.9740%,2.86,1,1,20.0000%,1,0,$24.99,$0.00
"Jun 06, 2021","Jun 06, 2021",Not grouped,USD,Rainforest - Manual,Exact Ad Group,plates for toddlers,EXACT,plates toddler,10,1,10.0000%,$1.10,$1.10,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 25, 2021","Jun 06, 2021",Not grouped,USD,Rainforest - Manual,Exact Ad Group,kids dinnerware,EXACT,kids dinnerware,365,5,1.3699%,$1.03,$5.16,$24.99,20.6483%,4.84,1,1,20.0000%,1,0,$24.99,$0.00
"May 27, 2021","Jun 08, 2021",Not grouped,USD,Rainforest - Manual,Exact Ad Group,kids plates and bowls,EXACT,kids plates and bowls,561,15,2.6738%,$1.43,$21.50,$24.99,86.0344%,1.16,1,1,6.6667%,1,0,$24.99,$0.00
"May 28, 2021","Jun 05, 2021",Not grouped,USD,Rainforest - Manual,Exact Ad Group,toddler bowls,EXACT,toddler bowl,418,5,1.1962%,$1.70,$8.50,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 28, 2021","Jun 07, 2021",Not grouped,USD,Rainforest - Manual,Exact Ad Group,toddler bowls,EXACT,toddler bowls,1024,15,1.4648%,$1.71,$25.68,$24.99,102.7611%,0.97,1,1,6.6667%,1,0,$24.99,$0.00
"May 29, 2021","Jun 10, 2021",Not grouped,USD,Rainforest - Manual,Exact Ad Group,toddler plates,EXACT,toddler plate,1194,24,2.0101%,$1.89,$45.38,$99.96,45.3982%,2.20,4,4,16.6667%,4,0,$99.96,$0.00
"May 28, 2021","Jun 12, 2021",Not grouped,USD,Rainforest - Manual,Exact Ad Group,toddler plates,EXACT,toddler plates,6028,128,2.1234%,$2.07,$264.62,$374.85,70.5936%,1.42,15,15,11.7188%,15,0,$374.85,$0.00
"Jun 02, 2021","Jun 02, 2021",Not grouped,USD,Rainforest - Manual,Exact Ad Group,toddler plates,EXACT,toddlers plates,2,1,50.0000%,$1.69,$1.69,$24.99,6.7627%,14.79,1,1,100.0000%,1,0,$24.99,$0.00
"May 31, 2021","Jun 08, 2021",Not grouped,USD,Floral - Manual,Exact Ad Group,toddler bowls,EXACT,toddler bowl,639,7,1.0955%,$1.89,$13.26,$24.99,53.0612%,1.88,1,1,14.2857%,1,0,$24.99,$0.00
"May 28, 2021","Jun 08, 2021",Not grouped,USD,Floral - Manual,Exact Ad Group,toddler bowls,EXACT,toddler bowls,675,11,1.6296%,$1.76,$19.40,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 09, 2021","Jun 09, 2021",Not grouped,USD,Rainforest - ASIN,ASIN,"asin=""B01AVGY5YO""",-,b01avgy5yo,109,2,1.8349%,$1.17,$2.34,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 05, 2021","Jun 11, 2021",Not grouped,USD,Rainforest - ASIN,ASIN,"asin=""B091BK5LFN""",-,b091bk5lfn,122,4,3.2787%,$0.90,$3.61,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 03, 2021","Jun 12, 2021",Not grouped,USD,Rainforest - ASIN,ASIN,"asin=""B07DLXQZ4K""",-,b07dlxqz4k,740,16,2.1622%,$1.04,$16.67,$124.95,13.3413%,7.50,5,5,31.2500%,5,0,$124.95,$0.00
"Jun 06, 2021","Jun 12, 2021",Not grouped,USD,Rainforest - ASIN,ASIN,"asin=""B08MMLZYLZ""",-,b08mmlzylz,738,6,0.8130%,$0.81,$4.84,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 05, 2021","Jun 07, 2021",Not grouped,USD,Rainforest - ASIN,ASIN,"asin=""B07D9TMH28""",-,b07d9tmh28,162,3,1.8519%,$0.87,$2.61,$24.99,10.4442%,9.57,1,1,33.3333%,1,0,$24.99,$0.00
"Jun 04, 2021","Jun 09, 2021",Not grouped,USD,Rainforest - ASIN,ASIN,"asin=""B08MMJTVPL""",-,b08mmjtvpl,75,3,4.0000%,$0.69,$2.07,$74.97,2.7611%,36.22,3,3,100.0000%,2,1,$49.98,$24.99
"Jun 13, 2021","Jun 15, 2021",Not grouped,USD,Floral - ASIN,ASIN,"asin=""B08MKW1VFX""",-,b08mkw1vfx,40,2,5.0000%,$0.75,$1.50,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 03, 2021","Jun 17, 2021",Not grouped,USD,Floral - ASIN,ASIN,"asin=""B01AVGY5YO""",-,b01avgy5yo,145,5,3.4483%,$0.89,$4.45,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 06, 2021","Jun 19, 2021",Not grouped,USD,Floral - ASIN,ASIN,"asin=""B091BK5LFN""",-,b091bk5lfn,96,3,3.1250%,$0.69,$2.07,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 06, 2021","Jun 19, 2021",Not grouped,USD,Floral - ASIN,ASIN,"asin=""B07DLXQZ4K""",-,b07dlxqz4k,723,15,2.0747%,$0.91,$13.66,$74.97,18.2206%,5.49,2,3,13.3333%,3,0,$74.97,$0.00
"Jun 06, 2021","Jun 18, 2021",Not grouped,USD,Floral - ASIN,ASIN,"asin=""B08MMLZYLZ""",-,b08mmlzylz,915,9,0.9836%,$0.86,$7.78,$24.99,31.1325%,3.21,1,1,11.1111%,0,1,$0.00,$24.99
"Jun 03, 2021","Jun 14, 2021",Not grouped,USD,Floral - ASIN,ASIN,"asin=""B07D9TMH28""",-,b07d9tmh28,43,2,4.6512%,$1.14,$2.27,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 14, 2021","Jun 14, 2021",Not grouped,USD,Floral - ASIN,ASIN,"asin=""B08MMJTVPL""",-,b08mmjtvpl,21,1,4.7619%,$0.55,$0.55,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 06, 2021","Jun 06, 2021",Not grouped,USD,Rainforest - ASIN,ASIN,"asin=""B08MKW1VFX""",-,b08mkw1vfx,15,1,6.6667%,$1.03,$1.03,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 04, 2021","Jun 11, 2021",Not grouped,USD,Rainforest - ASIN,ASIN,"asin=""B07JRHN1NX""",-,b07jrhn1nx,1735,13,0.7493%,$0.95,$12.41,$24.99,49.6599%,2.01,1,1,7.6923%,1,0,$24.99,$0.00
"Jun 04, 2021","Jun 09, 2021",Not grouped,USD,Floral - ASIN,ASIN,"asin=""B07JRHN1NX""",-,b07jrhn1nx,735,6,0.8163%,$0.83,$4.98,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 30, 2021","May 30, 2021",Not grouped,USD,Rainforest - Ultimate,Ultimate,*,-,b07gv5xb7j,1,1,100.0000%,$0.16,$0.16,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 30, 2021","Jun 02, 2021",Not grouped,USD,Rainforest - Ultimate,Ultimate,*,-,b07kyxrlsn,2,2,100.0000%,$0.18,$0.36,$24.99,1.4406%,69.42,1,1,50.0000%,1,0,$24.99,$0.00
"Jun 08, 2021","Jun 08, 2021",Not grouped,USD,Rainforest - Ultimate,Ultimate,*,-,b07ps2gzmq,2,1,50.0000%,$0.12,$0.12,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 06, 2021","Jun 06, 2021",Not grouped,USD,Rainforest - Ultimate,Ultimate,*,-,b07yjk2fzt,2,1,50.0000%,$0.18,$0.18,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 28, 2021","May 28, 2021",Not grouped,USD,Rainforest - Ultimate,Ultimate,*,-,b08d8r4v43,3,2,66.6667%,$0.18,$0.36,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 11, 2021","Jun 11, 2021",Not grouped,USD,Rainforest - Ultimate,Ultimate,*,-,b08jctmtxw,1,1,100.0000%,$0.06,$0.06,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 30, 2021","May 30, 2021",Not grouped,USD,Rainforest - Ultimate,Ultimate,*,-,b08jzjwmjj,3,1,33.3333%,$0.16,$0.16,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 01, 2021","Jun 01, 2021",Not grouped,USD,Rainforest - Ultimate,Ultimate,*,-,b08l4j1wkd,1,1,100.0000%,$0.15,$0.15,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 03, 2021","Jun 03, 2021",Not grouped,USD,Rainforest - Ultimate,Ultimate,*,-,b08x6x7sh4,1,1,100.0000%,$0.18,$0.18,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 06, 2021","Jun 06, 2021",Not grouped,USD,Rainforest - Ultimate,Ultimate,*,-,camping plates bamboo,1,1,100.0000%,$0.02,$0.02,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 01, 2021","Jun 03, 2021",Not grouped,USD,Rainforest - Ultimate,Ultimate,*,-,grow forward,64,6,9.3750%,$0.12,$0.74,$99.96,0.7403%,135.08,4,4,66.6667%,3,1,$74.97,$24.99
"Jun 09, 2021","Jun 09, 2021",Not grouped,USD,Rainforest - Ultimate,Ultimate,*,-,grow forward bowls,2,1,50.0000%,$0.18,$0.18,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 31, 2021","May 31, 2021",Not grouped,USD,Rainforest - Ultimate,Ultimate,*,-,plates and bowls sets,2,1,50.0000%,$0.18,$0.18,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 25, 2021","May 25, 2021",Not grouped,USD,Rainforest - Ultimate,Ultimate,*,-,toddler plates and bowls set,21,1,4.7619%,$0.18,$0.18,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 28, 2021","May 28, 2021",Not grouped,USD,Rainforest - Ultimate,Ultimate,*,-,weemoose plates,1,1,100.0000%,$0.19,$0.19,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 02, 2021","Jun 02, 2021",Not grouped,USD,Floral - Ultimate,Ultimate,*,-,b01f4kawia,1,1,100.0000%,$0.05,$0.05,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 30, 2021","May 30, 2021",Not grouped,USD,Floral - Ultimate,Ultimate,*,-,b07fp3nyst,16,1,6.2500%,$0.18,$0.18,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 18, 2021","Jun 18, 2021",Not grouped,USD,Floral - Ultimate,Ultimate,*,-,b07jy8d65f,1,1,100.0000%,$0.07,$0.07,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 27, 2021","May 27, 2021",Not grouped,USD,Floral - Ultimate,Ultimate,*,-,b07kw5plw9,1,1,100.0000%,$0.18,$0.18,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 26, 2021","Jun 02, 2021",Not grouped,USD,Floral - Ultimate,Ultimate,*,-,b07kyx5mhx,14,2,14.2857%,$0.18,$0.36,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 30, 2021","May 30, 2021",Not grouped,USD,Floral - Ultimate,Ultimate,*,-,b07xhmx5vy,7,1,14.2857%,$0.18,$0.18,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 18, 2021","Jun 18, 2021",Not grouped,USD,Floral - Ultimate,Ultimate,*,-,b07zhml9nh,1,1,100.0000%,$0.12,$0.12,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 14, 2021","Jun 14, 2021",Not grouped,USD,Floral - Ultimate,Ultimate,*,-,b08cskbqvc,7,1,14.2857%,$0.18,$0.18,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 16, 2021","Jun 16, 2021",Not grouped,USD,Floral - Ultimate,Ultimate,*,-,b08gp3b6hb,1,1,100.0000%,$0.07,$0.07,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 19, 2021","Jun 19, 2021",Not grouped,USD,Floral - Ultimate,Ultimate,*,-,b08njz1xy9,1,1,100.0000%,$0.04,$0.04,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 03, 2021","Jun 03, 2021",Not grouped,USD,Floral - Ultimate,Ultimate,*,-,b08x653v74,1,1,100.0000%,$0.15,$0.15,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 30, 2021","Jun 15, 2021",Not grouped,USD,Floral - Ultimate,Ultimate,*,-,grow forward,21,5,23.8095%,$0.12,$0.62,$24.99,2.4810%,40.31,1,1,20.0000%,0,1,$0.00,$24.99
"Jun 03, 2021","Jun 03, 2021",Not grouped,USD,Floral - Ultimate,Ultimate,*,-,grow+forward,1,1,100.0000%,$0.24,$0.24,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 09, 2021","Jun 09, 2021",Not grouped,USD,Floral - Ultimate,Ultimate,*,-,wheat straw dinnerware sets,1,1,100.0000%,$0.06,$0.06,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
