Start Date,End Date,Portfolio name,Currency,Campaign Name,Ad Group Name,Targeting,Match Type,Customer Search Term,Impressions,Clicks,Click-Thru Rate (CTR),Cost Per Click (CPC),Spend,7 Day Total Sales ,Total Advertising Cost of Sales (ACoS) ,Total Return on Advertising Spend (RoAS),7 Day Total Orders (#),7 Day Total Units (#),7 Day Conversion Rate,7 Day Advertised SKU Units (#),7 Day Other SKU Units (#),7 Day Advertised SKU Sales ,7 Day Other SKU Sales 
"May 29, 2021","May 29, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,pho bowls for kids,2,1,50.0000%,$2.02,$2.02,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 05, 2021","Jun 05, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,pottery bowls for kids,1,1,100.0000%,$1.03,$1.03,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 26, 2021","May 26, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,safe kids bowls set,4,1,25.0000%,$1.96,$1.96,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 05, 2021","Jun 05, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,small bowl for kids,2,1,50.0000%,$1.12,$1.12,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 12, 2021","Jun 12, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,small bowls for kids,4,1,25.0000%,$1.57,$1.57,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 01, 2021","Jun 01, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,small kids bowls,9,1,11.1111%,$0.95,$0.95,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 08, 2021","Jun 08, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,vacuum bowls for kids,10,1,10.0000%,$1.24,$1.24,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 07, 2021","Jun 07, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids dishes,BROAD,bamboo dish set kids,2,1,50.0000%,$1.31,$1.31,$24.99,5.2421%,19.08,1,1,100.0000%,1,0,$24.99,$0.00
"May 31, 2021","Jun 09, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids dishes,BROAD,bamboo dishes for kids,10,4,40.0000%,$1.31,$5.25,$49.98,10.5042%,9.52,2,2,50.0000%,2,0,$49.98,$0.00
"Jun 11, 2021","Jun 11, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids dishes,BROAD,bamboo kids dishes,6,3,50.0000%,$1.40,$4.19,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 04, 2021","Jun 04, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids dishes,BROAD,correlle kids dishes,5,1,20.0000%,$1.06,$1.06,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 31, 2021","May 31, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids dishes,BROAD,dish pottery for kids,2,1,50.0000%,$0.93,$0.93,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 01, 2021","Jun 01, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids dishes,BROAD,dishes kids safe,2,1,50.0000%,$1.29,$1.29,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 28, 2021","May 28, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids dishes,BROAD,dishwasher safe kids dishes,1,1,100.0000%,$2.01,$2.01,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 01, 2021","Jun 01, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids dishes,BROAD,ekobo kids dish set,13,1,7.6923%,$1.10,$1.10,$24.99,4.4018%,22.72,1,1,100.0000%,1,0,$24.99,$0.00
"Jun 11, 2021","Jun 11, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids dishes,BROAD,enameled kids dishes,2,1,50.0000%,$1.76,$1.76,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 11, 2021","Jun 11, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids dishes,BROAD,kid dish set,1,1,100.0000%,$2.02,$2.02,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 04, 2021","Jun 04, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids dishes,BROAD,kid dishes bpa free dishwasher safe,3,1,33.3333%,$0.83,$0.83,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 12, 2021","Jun 12, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids dishes,BROAD,kids camping dishes,10,1,10.0000%,$1.88,$1.88,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 30, 2021","Jun 11, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids dishes,BROAD,kids dish set,239,6,2.5105%,$1.01,$6.08,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 28, 2021","Jun 09, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids dishes,BROAD,kids dish sets for eating,23,2,8.6957%,$1.54,$3.08,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 31, 2021","Jun 12, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids dishes,BROAD,kids dishes for meal,122,6,4.9180%,$1.50,$8.99,$24.99,35.9744%,2.78,1,1,16.6667%,1,0,$24.99,$0.00
"May 31, 2021","Jun 04, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids dishes,BROAD,kids dishes set,13,2,15.3846%,$1.54,$3.08,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 11, 2021","Jun 11, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids dishes,BROAD,kids initial dish,1,1,100.0000%,$1.36,$1.36,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 26, 2021","May 26, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids dishes,BROAD,kids tupperware dish set,2,1,50.0000%,$1.49,$1.49,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 01, 2021","Jun 01, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids dishes,BROAD,melamine kids dishes,179,1,0.5587%,$1.49,$1.49,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 26, 2021","May 26, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids dishes,BROAD,mr bones dish set for kids,2,1,50.0000%,$0.92,$0.92,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 05, 2021","Jun 05, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids dishes,BROAD,triton kids dishes,2,1,50.0000%,$1.34,$1.34,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 05, 2021","Jun 05, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids dishes,BROAD,tupperware kids dishes,1,1,100.0000%,$1.06,$1.06,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 27, 2021","May 27, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,plates for toddlers,BROAD,metal toddler plate,60,1,1.6667%,$1.61,$1.61,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 31, 2021","May 31, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,plates for toddlers,BROAD,moana plate set for toddlers,6,1,16.6667%,$1.48,$1.48,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 07, 2021","Jun 07, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,plates for toddlers,BROAD,montessori toddler plates,3,1,33.3333%,$1.06,$1.06,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 27, 2021","May 27, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,plates for toddlers,BROAD,non breakable plates toddlers,2,1,50.0000%,$1.25,$1.25,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 03, 2021","Jun 07, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,plates for toddlers,BROAD,oxo plates for toddlers,11,2,18.1818%,$1.57,$3.14,$24.99,12.5650%,7.96,1,1,50.0000%,1,0,$24.99,$0.00
"Jun 12, 2021","Jun 12, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,plates for toddlers,BROAD,plate toddler,1,1,100.0000%,$1.46,$1.46,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 11, 2021","Jun 11, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,plates for toddlers,BROAD,plates and bowls for toddlers,2,1,50.0000%,$0.98,$0.98,$24.99,3.9216%,25.50,1,1,100.0000%,1,0,$24.99,$0.00
"Jun 09, 2021","Jun 09, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,plates for toddlers,BROAD,plates for toddlers,1,1,100.0000%,$1.43,$1.43,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 26, 2021","May 26, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,plates for toddlers,BROAD,safe toddler plates,2,1,50.0000%,$1.45,$1.45,$29.99,4.8349%,20.68,1,1,100.0000%,1,0,$29.99,$0.00
"May 29, 2021","May 29, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,plates for toddlers,BROAD,toddler meal plates,3,1,33.3333%,$1.28,$1.28,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 31, 2021","Jun 02, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,plates for toddlers,BROAD,toddler plate set,96,3,3.1250%,$1.40,$4.20,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 25, 2021","May 29, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,plates for toddlers,BROAD,toddler plates,428,6,1.4019%,$0.99,$5.92,$54.98,10.7676%,9.29,2,2,33.3333%,2,0,$54.98,$0.00
"Jun 04, 2021","Jun 04, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,plates for toddlers,BROAD,toddler plates 6,2,1,50.0000%,$1.38,$1.38,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 30, 2021","May 30, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,plates for toddlers,BROAD,toddler plates characters,2,1,50.0000%,$1.65,$1.65,$24.99,6.6026%,15.15,1,1,100.0000%,1,0,$24.99,$0.00
"May 28, 2021","May 28, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,plates for toddlers,BROAD,toddler plates small,8,1,12.5000%,$1.58,$1.58,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 05, 2021","Jun 05, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,plates for toddlers,BROAD,toddler sticky plate,2,1,50.0000%,$1.68,$1.68,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 29, 2021","May 29, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates and bowls,BROAD,bpa free kids plates and bowls,26,1,3.8462%,$2.29,$2.29,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 28, 2021","May 28, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates and bowls,BROAD,kid friendly bowls and plates,2,2,100.0000%,$1.64,$3.28,$24.99,13.1253%,7.62,1,1,50.0000%,1,0,$24.99,$0.00
"May 29, 2021","May 29, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates and bowls,BROAD,kid friendly plates and bowls sets,10,1,10.0000%,$1.91,$1.91,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 05, 2021","Jun 05, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates and bowls,BROAD,kids bowls and plates,10,1,10.0000%,$1.53,$1.53,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 31, 2021","Jun 12, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates and bowls,BROAD,kids bowls and plates set,130,5,3.8462%,$1.23,$6.14,$24.99,24.5698%,4.07,1,1,20.0000%,1,0,$24.99,$0.00
"Jun 10, 2021","Jun 12, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates and bowls,BROAD,kids plates and bowls,145,2,1.3793%,$1.42,$2.83,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 25, 2021","May 27, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates and bowls,BROAD,kids plates and bowls sets,4271,15,0.3512%,$1.31,$19.69,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 10, 2021","Jun 10, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates and bowls,BROAD,kids plates and bowls sets dishwasher safe,1,1,100.0000%,$2.15,$2.15,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 10, 2021","Jun 10, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates and bowls,BROAD,kids safe plates and bowls sets,2,1,50.0000%,$2.25,$2.25,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 26, 2021","May 26, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates and bowls,BROAD,non toxic kids plates and bowls,6,1,16.6667%,$2.27,$2.27,$24.99,9.0836%,11.01,1,1,100.0000%,1,0,$24.99,$0.00
"May 30, 2021","Jun 09, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates and bowls,BROAD,plates and bowls for kids,17,4,23.5294%,$1.17,$4.69,$24.99,18.7675%,5.33,1,1,25.0000%,1,0,$24.99,$0.00
"May 30, 2021","May 30, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates and bowls,BROAD,plates and bowls sets kid friendly,3,1,33.3333%,$2.19,$2.19,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 12, 2021","Jun 12, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates and bowls,BROAD,plates and bowls sets kids,2,1,50.0000%,$1.42,$1.42,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 25, 2021","May 25, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids dinnerware,BROAD,5pcs/set bamboo kids dinnerware set,2,2,100.0000%,$1.10,$2.20,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 06, 2021","Jun 06, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids dinnerware,BROAD,bamboo dinnerware for kids,15,1,6.6667%,$1.47,$1.47,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 29, 2021","Jun 05, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids dinnerware,BROAD,bamboo kids dinnerware,14,2,14.2857%,$1.69,$3.37,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 31, 2021","May 31, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids dinnerware,BROAD,bpa bps free kids dinnerware,1,1,100.0000%,$1.25,$1.25,$24.99,5.0020%,19.99,1,1,100.0000%,1,0,$24.99,$0.00
"Jun 03, 2021","Jun 04, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids dinnerware,BROAD,dinnerware for kids,19,2,10.5263%,$1.46,$2.91,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 09, 2021","Jun 09, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids dinnerware,BROAD,dinnerware set for kids,6,1,16.6667%,$1.03,$1.03,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 09, 2021","Jun 09, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids dinnerware,BROAD,dinnerware set kids,2,1,50.0000%,$1.03,$1.03,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 25, 2021","Jun 02, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids dinnerware,BROAD,eco friendly kids dinnerware,18,3,16.6667%,$1.73,$5.19,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 29, 2021","May 29, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids dinnerware,BROAD,kid friendly dinnerware set made in usa,1,1,100.0000%,$1.31,$1.31,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 27, 2021","Jun 09, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids dinnerware,BROAD,kids bamboo dinnerware sets,85,8,9.4118%,$1.64,$13.12,$24.99,52.5010%,1.90,1,1,12.5000%,1,0,$24.99,$0.00
"May 30, 2021","May 30, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids dinnerware,BROAD,kids blue dinnerware set,1,1,100.0000%,$1.54,$1.54,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 10, 2021","Jun 11, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids dinnerware,BROAD,kids dinnerware,115,2,1.7391%,$0.85,$1.70,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 25, 2021","Jun 11, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids dinnerware,BROAD,kids dinnerware sets,6320,26,0.4114%,$1.20,$31.26,$99.96,31.2725%,3.20,3,4,11.5385%,2,2,$49.98,$49.98
"Jun 06, 2021","Jun 06, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids dinnerware,BROAD,kids dishes dinnerware sets bpa free,13,1,7.6923%,$1.54,$1.54,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 03, 2021","Jun 03, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids dinnerware,BROAD,kids eco friendly dinnerware sets,2,1,50.0000%,$1.52,$1.52,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 03, 2021","Jun 03, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids dinnerware,BROAD,kids sets of dinnerware,1,1,100.0000%,$1.25,$1.25,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 31, 2021","May 31, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids dinnerware,BROAD,melamine kids dinnerware sets,8,1,12.5000%,$1.37,$1.37,$24.99,5.4822%,18.24,1,1,100.0000%,1,0,$24.99,$0.00
"Jun 06, 2021","Jun 06, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,bowls for toddlers,BROAD,bakerpan toddler bowls,50,1,2.0000%,$1.04,$1.04,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 10, 2021","Jun 10, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,bowls for toddlers,BROAD,bamboo bowl toddler,22,1,4.5455%,$1.00,$1.00,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 02, 2021","Jun 02, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,bowls for toddlers,BROAD,bamboo toddler bowls,3,1,33.3333%,$1.87,$1.87,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 07, 2021","Jun 07, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,bowls for toddlers,BROAD,montessori plates and bowls for toddlers,3,1,33.3333%,$1.17,$1.17,$24.99,4.6819%,21.36,1,1,100.0000%,1,0,$24.99,$0.00
"May 29, 2021","May 29, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,bowls for toddlers,BROAD,silicon bowls for toddlers,5,1,20.0000%,$1.41,$1.41,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 09, 2021","Jun 09, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,bowls for toddlers,BROAD,toddler bowl,34,1,2.9412%,$1.29,$1.29,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 02, 2021","Jun 02, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,bowls for toddlers,BROAD,toddler bowl lid,20,1,5.0000%,$1.65,$1.65,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 25, 2021","May 26, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,bowls for toddlers,BROAD,toddler bowls,655,3,0.4580%,$0.86,$2.58,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 31, 2021","May 31, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,bowls for toddlers,BROAD,toddler bowls bamboo,45,2,4.4444%,$1.74,$3.48,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 25, 2021","May 25, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,bowls for toddlers,BROAD,toddler feeding bowls,16,1,6.2500%,$1.18,$1.18,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 29, 2021","May 29, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,bowls for toddlers,BROAD,toddler plate and bowl,8,1,12.5000%,$1.75,$1.75,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 31, 2021","May 31, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,bowls for toddlers,BROAD,toddler plates and bowls,15,1,6.6667%,$0.88,$0.88,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 26, 2021","May 26, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,bowls for toddlers,BROAD,travel bowls for toddlers,3,1,33.3333%,$1.59,$1.59,$29.99,5.3018%,18.86,1,1,100.0000%,1,0,$29.99,$0.00
"Jun 01, 2021","Jun 01, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,bowls for toddlers,BROAD,youngever toddler bowls,17,1,5.8824%,$2.00,$2.00,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 26, 2021","Jun 09, 2021",Not grouped,USD,Rainforest - ASIN,ASIN,"asin=""B07FZM2HRL""",-,b07fzm2hrl,417,13,3.1175%,$1.11,$14.38,$74.97,19.1810%,5.21,3,3,23.0769%,3,0,$74.97,$0.00
"Jun 07, 2021","Jun 07, 2021",Not grouped,USD,Rainforest - ASIN,ASIN,"asin=""B07GWP6VQD""",-,b07gwp6vqd,22,1,4.5455%,$0.30,$0.30,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 30, 2021","Jun 09, 2021",Not grouped,USD,Rainforest - ASIN,ASIN,"asin=""B0757H88LH""",-,b0757h88lh,1431,23,1.6073%,$1.58,$36.45,$99.96,36.4646%,2.74,4,4,17.3913%,3,1,$74.97,$24.99
"May 28, 2021","Jun 12, 2021",Not grouped,USD,Rainforest - ASIN,ASIN,"asin=""B07DD9865C""",-,b07dd9865c,1145,14,1.2227%,$0.94,$13.17,$49.98,26.3505%,3.79,2,2,14.2857%,2,0,$49.98,$0.00
"May 26, 2021","Jun 01, 2021",Not grouped,USD,Rainforest - ASIN,ASIN,"asin=""B0757HTB3P""",-,b0757htb3p,368,5,1.3587%,$1.84,$9.20,$49.98,18.4074%,5.43,2,2,40.0000%,2,0,$49.98,$0.00
"May 26, 2021","Jun 12, 2021",Not grouped,USD,Rainforest - ASIN,ASIN,"asin=""B07KYXRLSN""",-,b07kyxrlsn,17258,219,1.2690%,$1.08,$235.82,$624.75,37.7463%,2.65,25,25,11.4155%,25,0,$624.75,$0.00
"May 26, 2021","Jun 10, 2021",Not grouped,USD,Rainforest - ASIN,ASIN,"asin=""B07MR15921""",-,b07mr15921,1119,13,1.1618%,$0.96,$12.44,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 28, 2021","Jun 09, 2021",Not grouped,USD,Rainforest - ASIN,ASIN,"asin=""B07FYLCGPT""",-,b07fylcgpt,261,8,3.0651%,$1.38,$11.06,$24.99,44.2577%,2.26,1,1,12.5000%,1,0,$24.99,$0.00
"May 29, 2021","Jun 12, 2021",Not grouped,USD,Rainforest - ASIN,ASIN,"asin=""B082DCX76S""",-,b082dcx76s,686,18,2.6239%,$0.81,$14.51,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 25, 2021","Jun 12, 2021",Not grouped,USD,Rainforest - ASIN,ASIN,"asin=""B07FP3NYST""",-,b07fp3nyst,7310,63,0.8618%,$0.79,$49.99,$99.96,50.0100%,2.00,4,4,6.3492%,4,0,$99.96,$0.00
"Jun 05, 2021","Jun 05, 2021",Not grouped,USD,Rainforest - ASIN,ASIN,"asin=""B07V4BGBG8""",-,b07v4bgbg8,11,1,9.0909%,$0.66,$0.66,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 29, 2021","Jun 09, 2021",Not grouped,USD,Rainforest - ASIN,ASIN,"asin=""B0757H6FSM""",-,b0757h6fsm,1170,17,1.4530%,$1.36,$23.16,$24.99,92.6771%,1.08,1,1,5.8824%,1,0,$24.99,$0.00
"Jun 02, 2021","Jun 12, 2021",Not grouped,USD,Rainforest - ASIN,ASIN,"asin=""B08F2PR7JS""",-,b08f2pr7js,4182,43,1.0282%,$0.90,$38.56,$49.98,77.1509%,1.30,2,2,4.6512%,2,0,$49.98,$0.00
"May 26, 2021","Jun 12, 2021",Not grouped,USD,Rainforest - ASIN,ASIN,"asin=""B07KYX5MHX""",-,b07kyx5mhx,7950,60,0.7547%,$1.01,$60.76,$149.94,40.5229%,2.47,6,6,10.0000%,6,0,$149.94,$0.00
"Jun 01, 2021","Jun 06, 2021",Not grouped,USD,Rainforest - ASIN,ASIN,"asin=""B07FP4X2RL""",-,b07fp4x2rl,251,6,2.3904%,$1.25,$7.52,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 26, 2021","May 28, 2021",Not grouped,USD,Rainforest - ASIN,ASIN,"asin=""B071CHZBKM""",-,b071chzbkm,83,2,2.4096%,$1.75,$3.49,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 29, 2021","May 29, 2021",Not grouped,USD,Rainforest - ASIN,ASIN,"asin=""B07FZKKZG6""",-,b07fzkkzg6,43,1,2.3256%,$1.18,$1.18,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 28, 2021","Jun 11, 2021",Not grouped,USD,Rainforest - ASIN,ASIN,"asin=""B087L7Q1N5""",-,b087l7q1n5,113,5,4.4248%,$0.81,$4.05,$49.98,8.1032%,12.34,1,2,20.0000%,2,0,$49.98,$0.00
"Jun 02, 2021","Jun 08, 2021",Not grouped,USD,Rainforest - ASIN,ASIN,"asin=""B01AVH0K4C""",-,b01avh0k4c,600,7,1.1667%,$0.95,$6.63,$24.99,26.5306%,3.77,1,1,14.2857%,1,0,$24.99,$0.00
"Jun 01, 2021","Jun 11, 2021",Not grouped,USD,Rainforest - ASIN,ASIN,"asin=""B07Z52GJMN""",-,b07z52gjmn,75,2,2.6667%,$0.87,$1.73,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
